claim_id,claim_text,evidence_id,evidence_text,claim_label
claim-1798,A few degrees of global warming has a huge impact on ice sheets sea levels and other aspects of climate,evidence-894521,Global warming also has an enormous impact with respect to melting glaciers and ice sheets,SUPPORTS
claim-1798,A few degrees of global warming has a huge impact on ice sheets sea levels and other aspects of climate,evidence-1154195,The three main reasons warming causes global sea level to rise are oceans expand ice sheets lose ice faster than it forms from snowfall and glaciers at higher altitudes also melt,SUPPORTS
claim-165,When the Emergency Leaders for Climate Action approached the Federal Government in April they were drawing on decades of data showing that fire conditions are getting worse,evidence-520169,Research covered in the Journal of Economic Issues and State and Local Government Review shows a link between sprawl and emergency medical services response and fire department response delays,NOT_ENOUGH_INFO
claim-165,When the Emergency Leaders for Climate Action approached the Federal Government in April they were drawing on decades of data showing that fire conditions are getting worse,evidence-308548,The atolls have shown resilience to gradual sea-level rise with atolls and reef islands being able to grow under current climate conditions by generating sufficient sand and coral debris that accumulates and gets dumped on the islands during cyclones,NOT_ENOUGH_INFO
claim-165,When the Emergency Leaders for Climate Action approached the Federal Government in April they were drawing on decades of data showing that fire conditions are getting worse,evidence-122455,The aim of the Global Climate Strike is to draw attention to the emergency climate crisis and to create pressure on politics the media and the fossil fuel industry,NOT_ENOUGH_INFO
claim-165,When the Emergency Leaders for Climate Action approached the Federal Government in April they were drawing on decades of data showing that fire conditions are getting worse,evidence-1061859,Data from the Media Matters for America organization has shown that despite 2015 being a year marked by more landmark actions to address climate change than ever before the combined climate coverage on the top broadcast networks was down by 5 from 2014,NOT_ENOUGH_INFO
claim-165,When the Emergency Leaders for Climate Action approached the Federal Government in April they were drawing on decades of data showing that fire conditions are getting worse,evidence-978380,We got no help from the Federal government,NOT_ENOUGH_INFO
claim-775,Instead of negotiating over climate change policies and trying to make them more market-oriented some political conservatives have taken the approach of blocking them by trying to undermine the science,evidence-939928,Technology Review concluded His book provides an accurate summary of what is known about global warming and climate change a sensible agenda for technology and policy and a primer on how political disinformation has undermined climate science,SUPPORTS
claim-775,Instead of negotiating over climate change policies and trying to make them more market-oriented some political conservatives have taken the approach of blocking them by trying to undermine the science,evidence-211401,His 2006 book Hell and High Water summarized observations and forecasts of climate change discussed technology and policy solutions and criticized political disinformation used to undermine climate science,SUPPORTS
claim-775,Instead of negotiating over climate change policies and trying to make them more market-oriented some political conservatives have taken the approach of blocking them by trying to undermine the science,evidence-663998,Technology Review wrote that Hell and High Water provides an accurate summary of what is known about global warming and climate change a sensible agenda for technology and policy and a primer on how political disinformation has undermined climate science,SUPPORTS
claim-775,Instead of negotiating over climate change policies and trying to make them more market-oriented some political conservatives have taken the approach of blocking them by trying to undermine the science,evidence-797479,His issue is not with the reality of climate change but rather with the economic and political approaches being taken or not taken to meet the challenges of that climate change,SUPPORTS
claim-775,Instead of negotiating over climate change policies and trying to make them more market-oriented some political conservatives have taken the approach of blocking them by trying to undermine the science,evidence-154452,In 2012 Dessler wrote Introduction to Modern Climate Change a textbook for non-science majors that uniquely immerses the reader in the science impacts economics policies and political debate associated with climate change,SUPPORTS
claim-2657,Currently humans are emitting around 29 billion tonnes of carbon dioxide into the atmosphere per year,evidence-425667,Human activities emit about 29 billion tons of carbon dioxide per year while volcanoes emit between 0.2 and 0.3 billion tons,SUPPORTS
claim-2657,Currently humans are emitting around 29 billion tonnes of carbon dioxide into the atmosphere per year,evidence-208053,In the modern era emissions to the atmosphere from volcanoes are approximately 0.645 billion tonnes of CO 2 per year whereas humans contribute 29 billion tonnes of CO 2 each year,SUPPORTS
claim-2657,Currently humans are emitting around 29 billion tonnes of carbon dioxide into the atmosphere per year,evidence-594802,Cost-benefit integrated assessment models are the main tools for calculating the social cost of carbon or the marginal social cost of emitting one more tonne of carbon as carbon dioxide into the atmosphere at any point in time,SUPPORTS
